Fullstate,State,Type,Bill Number,Year,Elected,MoreDefined,Description,Last Action,curbing,RichardLastAction,Richard Description,Date Signed,Unsure,Very interesting,Notes,election,judicial,governor,lower,upper,less,more,outside,how_much_less,how_much_more,distance_closest_branch
Tennessee,TN,Salary & Budget,HB 1196,2012,Elected,Retention,"Provides that before submitting the annual budget for the state court system to department of finance and administration, the administrative director of the courts must first submit it to the executive committee of the judicial conference for approval.",Carried over from 2011 session.,1,Introduced,,,,,,TN2012,-0.33440256,1.052,0.942,0.825,1,0,1,1.15940256,0,1.15940256
Tennessee,TN,Other,HB 1197,2012,Elected,Retention,"Provides that if a party makes a timely recusal motion and judge denies it, the party has the right to have another judge sit by interchange or as special judge to hear and determine whether the motion should be granted or denied.",Carried over from 2011 session.,1,Introduced,,,,,,TN2012,-0.33440256,1.052,0.942,0.825,1,0,1,1.15940256,0,1.15940256
Tennessee,TN,Other,HB 1197,2011,Elected,Retention,"Provides that if a party makes a timely recusal motion and judge denies it, the party has the right to have another judge sit by interchange or as special judge to hear and determine whether the motion should be granted or denied.",In House (no committee). Carried over into 2012 session.,1,Introduced,,,,,,TN2011,-0.33440256,,0.359,0.651,1,,1,0.69340256,0,0.69340256
Tennessee,TN,Other,HB 1198,2011,Elected,Retention,"ORIGINAL: Provides that if a complaint is filed against a judge who is or was a member of the court of the judiciary at the same time as the investigative counsel served as counsel for the court, the investigative counsel must retain a special counsel to investigate any such complaint. AMENDED: Reconstitutes the membership of the Court of the Judiciary (COJ) effective October 1, 2011, and revises the appointment requirements. Reduces, from 16 to 12, the number of COJ members. Removes the appointment authority of the Tennessee Supreme Court, the Tennessee Bar Association, and the Governor. Authorizes the Speakers of House and the Senate to each appoint six members. Reduces, from four to two years, the term of each member of the COJ. Requires the COJ to file a quarterly report with the Chairmen of the Senate and House Judiciary Committees detailing the number of complaints for the previous quarter, the disposition of each complaint, and the status of any investigations. Requires the expenses incurred in the administration of this chapter to be paid through the Secretary of States office rather than the Administrative Office of the Courts (AOC).","Approved as amended by House Finance, Ways & Means Committee 5/19/11. Re-referred to House Judiciary Committee 5/20/11. Carried over into 2012 session.",1,Introduced,,,,,,TN2011,-0.33440256,,0.359,0.651,1,,1,0.69340256,0,0.69340256
Tennessee,TN,Other,HB 1198,2012,Elected,Retention,"ORIGINAL: Provides that if a complaint is filed against a judge who is or was a member of the court of the judiciary at the same time as the investigative counsel served as counsel for the court, the investigative counsel must retain a special counsel to investigate any such complaint. AMENDED: Reconstitutes the membership of the Court of the Judiciary (COJ) effective October 1, 2011, and revises the appointment requirements. Reduces, from 16 to 12, the number of COJ members. Removes the appointment authority of the Tennessee Supreme Court, the Tennessee Bar Association, and the Governor. Authorizes the Speakers of House and the Senate to each appoint six members. Reduces, from four to two years, the term of each member of the COJ. Requires the COJ to file a quarterly report with the Chairmen of the Senate and House Judiciary Committees detailing the number of complaints for the previous quarter, the disposition of each complaint, and the status of any investigations. Requires the expenses incurred in the administration of this chapter to be paid through the Secretary of States office rather than the Administrative Office of the Courts (AOC).",Carried over from 2011 session.,1,Introduced,,,,,,TN2012,-0.33440256,1.052,0.942,0.825,1,0,1,1.15940256,0,1.15940256
Tennessee,TN,Other,HB 1226,2013,Elected,Retention,"AS AMENDED: Requires all courts in this state to utilize the same system provider for operating an electronic court filing system; provided, the administrative office of the courts shall make the determination of the provider.",Replaced by SB 1057,0,Introduced,,,,,,TN2013,-0.33440256,1.052,0.942,0.825,1,0,1,1.15940256,0,1.15940256
Tennessee,TN,Other,HB 1227,2013,Elected,Retention,Expands the number of legislative committees that are required to receive reports from the administrative director of the courts regarding the appointment of additional senior justices or judges.,In House (no committee).,0,Introduced,,,,,,TN2013,-0.33440256,1.052,0.942,0.825,1,0,1,1.15940256,0,1.15940256
Tennessee,TN,Other,HB 1227,2014,Elected,Retention,Expands the number of legislative committees that are required to receive reports from the administrative director of the courts regarding the appointment of additional senior justices or judges.,In House (no committee). Carried over from 2013 session.,0,Introduced,,,,,,TN2014,-0.33440256,1.052,0.942,0.825,1,0,1,1.15940256,0,1.15940256
Tennessee,TN,Selection,HB 1233,2010,Elected,Retention,Removes authorization for the judicial selection commission to meet in private.,Died in committee.,0,Introduced,,,,,,TN2010,-0.33440256,,0.359,0.651,1,,1,0.69340256,0,0.69340256
Tennessee,TN,Selection,HB 1233,2009,Elected,Retention,Removes authorization for the judicial selection commission to meet in private.,Prefiled.,0,Introduced,,,,,,TN2009,-0.33440256,0.206,0.292,0.647,1,0,1,0.54040256,0,0.54040256
Tennessee,TN,Rule Making Authority,HB 1259,2015,Elected,Retention,"Directs the Supreme Court to promulgate a rule by January 31, 2016, establishing a procedure whereby a person may apply for and take the Tennessee bar examination regardless of whether the person attended or graduated from a law school.",In House Civil Justice Committee.,0,Introduced,,,,,,TN2015,-0.33440256,1.052,0.942,0.825,1,0,1,1.15940256,0,1.15940256
Tennessee,TN,Rule Making Authority,HB 1259,2016,Elected,Retention,"Directs the Supreme Court to promulgate a rule by January 31, 2016, establishing a procedure whereby a person may apply for and take the Tennessee bar examination regardless of whether the person attended or graduated from a law school.",In House Civil Justice Committee. Carried over into 2016 session.,0,Introduced,,,,,,TN2016,-0.33440256,1.052,0.942,0.825,1,0,1,1.15940256,0,1.15940256
Tennessee,TN,Other,HB 1306,2016,Elected,Retention,Requires any meeting of Supreme Court justices where voting for a candidate for the office of attorney general and reporter occurs to be subject to the open meetings law.,In House Civil Justice Committee. Carried over into 2016 session.,1,Introduced,,,,,,TN2016,-0.33440256,1.052,0.942,0.825,1,0,1,1.15940256,0,1.15940256
Tennessee,TN,Other,HB 1306,2015,Elected,Retention,Requires any meeting of Supreme Court justices where voting for a candidate for the office of attorney general and reporter occurs to be subject to the open meetings law.,In House Civil Justice Committee.,1,Introduced,,,,,,TN2015,-0.33440256,1.052,0.942,0.825,1,0,1,1.15940256,0,1.15940256
Tennessee,TN,Qualification & Terms,HB 1320,2014,Elected,Retention,Repeals requirement judges be attorneys.,In House (no committee). Carried over from 2013 session.,0,Introduced,,,,,,TN2014,-0.33440256,1.052,0.942,0.825,1,0,1,1.15940256,0,1.15940256
Tennessee,TN,Qualification & Terms,HB 1320,2013,Elected,Retention,Repeals requirement judges be attorneys.,In House (no committee).,0,Introduced,,,,,,TN2013,-0.33440256,1.052,0.942,0.825,1,0,1,1.15940256,0,1.15940256
Tennessee,TN,Selection,HB 1334,2013,Elected,Retention,Requires appellate judges be elected from districts set by legislature.,In House (no committee).,0,Introduced,,,,,,TN2013,-0.33440256,1.052,0.942,0.825,1,0,1,1.15940256,0,1.15940256
Tennessee,TN,Selection,HB 1334,2014,Elected,Retention,Requires appellate judges be elected from districts set by legislature.,In House (no committee). Carried over from 2013 session.,0,Introduced,,,,,,TN2014,-0.33440256,1.052,0.942,0.825,1,0,1,1.15940256,0,1.15940256
Tennessee,TN,Jurisdiction,HB 1355,2012,Elected,Retention,"Provides that circuit and chancery courts shall have exclusive jurisdiction over claims filed against governmental entities, and provides that general sessions courts have concurrent jurisdiction with those courts.",Carried over from 2011 session.,0,Introduced,,,,,,TN2012,-0.33440256,1.052,0.942,0.825,1,0,1,1.15940256,0,1.15940256
Tennessee,TN,Jurisdiction,HB 1355,2011,Elected,Retention,"Provides that circuit and chancery courts shall have exclusive jurisdiction over claims filed against governmental entities, and provides that general sessions courts have concurrent jurisdiction with those courts.",Approved by House Judiciary Committee 5/5/11. Carried over into 2012 session.,0,Introduced,,,,,,TN2011,-0.33440256,,0.359,0.651,1,,1,0.69340256,0,0.69340256
Tennessee,TN,Salary & Budget,HB 1360,2011,Elected,Retention,Provides that the executive committee of the judicial conference appoint and set the salary of the administrative director of the courts rather than the supreme court,In House (no committee). Carried over into 2012 session.,0,Introduced,,,,,,TN2011,-0.33440256,,0.359,0.651,1,,1,0.69340256,0,0.69340256
Tennessee,TN,Salary & Budget,HB 1360,2012,Elected,Retention,Provides that the executive committee of the judicial conference appoint and set the salary of the administrative director of the courts rather than the supreme court,Carried over from 2011 session.,0,Introduced,,,,,,TN2012,-0.33440256,1.052,0.942,0.825,1,0,1,1.15940256,0,1.15940256
Tennessee,TN,Other,HB 1361,2012,Elected,Retention,"Provides that all records filed with, created by or in the possession of the court of the judiciary or the office of investigative counsel be maintained by the administrative office of the courts for at least eight years from the date of creation or receipt and that maintenance of the records does not change their status as a public or confidential record.",Carried over from 2011 session.,0,Introduced,,,,,,TN2012,-0.33440256,1.052,0.942,0.825,1,0,1,1.15940256,0,1.15940256
Tennessee,TN,Other,HB 1362,2012,Elected,Retention,"Provides that if complaint filed against a judge and the judge is not reelected, resigns or retires before disposition of the complaint, the court of the judiciary must make the complaint and allegations contained therein public.",Carried over from 2011 session.,0,Introduced,,,,,,TN2012,-0.33440256,1.052,0.942,0.825,1,0,1,1.15940256,0,1.15940256
Tennessee,TN,Other,HB 1362,2011,Elected,Retention,"Provides that if complaint filed against a judge and the judge is not reelected, resigns or retires before disposition of the complaint, the court of the judiciary must make the complaint and allegations contained therein public.","Approved by House Judiciary Committee, General Subcommittee 4/27/11. Carried over into 2012 session.",0,Introduced,,,,,,TN2011,-0.33440256,,0.359,0.651,1,,1,0.69340256,0,0.69340256
Tennessee,TN,Rule Making Authority,HB 1363,2011,Elected,Retention,Provides that rules adopted by the court of the judiciary may not be inconsistent or in conflict with the statutory provisions establishing the court,"Approved by House Judiciary Committee, General Subcommittee 4/27/11. Carried over into 2012 session.",0,Introduced,,,,,,TN2011,-0.33440256,,0.359,0.651,1,,1,0.69340256,0,0.69340256
Tennessee,TN,Rule Making Authority,HB 1363,2012,Elected,Retention,Provides that rules adopted by the court of the judiciary may not be inconsistent or in conflict with the statutory provisions establishing the court,Carried over from 2011 session.,0,Introduced,,,,,,TN2012,-0.33440256,1.052,0.942,0.825,1,0,1,1.15940256,0,1.15940256
Tennessee,TN,Rule Making Authority,HB 1366,2012,Elected,Retention,Changes burden of proof necessary to cause investigation of a judge for misconduct from a reasonable person believing there is a substantial probability that misconduct occurred to probable cause that the misconduct occurred.,Carried over from 2011 session.,0,Introduced,,,,,,TN2012,-0.33440256,1.052,0.942,0.825,1,0,1,1.15940256,0,1.15940256
Tennessee,TN,Rule Making Authority,HB 1366,2011,Elected,Retention,Changes burden of proof necessary to cause investigation of a judge for misconduct from a reasonable person believing there is a substantial probability that misconduct occurred to probable cause that the misconduct occurred.,"Approved by House Judiciary Committee, General Subcommittee 4/27/11. Carried over into 2012 session.",0,Introduced,,,,,,TN2011,-0.33440256,,0.359,0.651,1,,1,0.69340256,0,0.69340256
Tennessee,TN,Rule Making Authority,HB 1367,2011,Elected,Retention,"Authorizes the investigative panel of the court of the judiciary to request that a judge file a written response to a complaint filed against the judge within 20, rather than 30, days after service of notice",In House (no committee). Carried over into 2012 session.,0,Introduced,,,,,,TN2011,-0.33440256,,0.359,0.651,1,,1,0.69340256,0,0.69340256
